0.089722,-0.687744,0.708252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08252,-0.69519,0.70752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.078003,-0.697021,0.707764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.083618,-0.692383,0.701782,-12.20703,-4.638672,5.493164,0.0,0.0,0.0,0.0,0.0,0.0
0.096313,-0.699585,0.686646,-13.732909,-3.967285,5.615234,0.0,0.0,0.0,0.0,0.0,0.0
0.098999,-0.702515,0.682739,-12.20703,-2.929687,5.249023,0.0,0.0,0.0,0.0,0.0,0.0
0.091431,-0.714844,0.693848,-10.986327,-2.075195,4.638672,0.0,0.0,0.0,0.0,0.0,0.0
0.090942,-0.713135,0.69873,-9.887695,-1.953125,3.662109,0.0,0.0,0.0,0.0,0.0,0.0
0.089478,-0.711182,0.694702,-8.605957,-1.281738,2.929687,0.0,0.0,0.0,0.0,0.0,0.0
0.098389,-0.710815,0.694458,-7.93457,-1.220703,2.746582,0.0,0.0,0.0,0.0,0.0,0.0
0.105347,-0.708252,0.686401,-6.774902,0.183105,1.89209,0.0,0.0,0.0,0.0,0.0,0.0
0.098267,-0.703125,0.695557,-5.676269,2.319336,0.610352,0.0,0.0,0.0,0.0,0.0,0.0
0.103882,-0.698486,0.670288,-4.516602,3.784179,0.427246,0.0,0.0,0.0,0.0,0.0,0.0
0.103638,-0.700317,0.675293,-3.417969,3.051758,0.793457,0.0,0.0,0.0,0.0,0.0,0.0
0.118408,-0.710938,0.684448,-2.746582,1.831055,0.305176,0.0,0.0,0.0,0.0,0.0,0.0
0.11084,-0.715698,0.688354,-1.831055,1.159668,-0.976562,0.0,0.0,0.0,0.0,0.0,0.0
0.129028,-0.718018,0.706909,-0.976562,1.220703,-1.159668,0.0,0.0,0.0,0.0,0.0,0.0
0.138672,-0.706665,0.692993,-0.183105,1.342773,-0.061035,0.0,0.0,0.0,0.0,0.0,0.0
0.137573,-0.689209,0.701782,0.488281,1.098633,0.488281,0.0,0.0,0.0,0.0,0.0,0.0
0.147827,-0.694458,0.707642,0.427246,1.464844,1.220703,0.0,0.0,0.0,0.0,0.0,0.0
0.13501,-0.702881,0.722168,0.793457,2.197266,1.525879,0.0,0.0,0.0,0.0,0.0,0.0
0.128174,-0.700317,0.722534,0.549316,3.051758,1.342773,0.0,0.0,0.0,0.0,0.0,0.0
0.135254,-0.697388,0.719971,0.366211,3.051758,1.342773,0.0,0.0,0.0,0.0,0.0,0.0
0.139526,-0.700317,0.7229,-0.366211,1.403808,2.502441,0.0,0.0,0.0,0.0,0.0,0.0
0.132568,-0.697632,0.729248,-1.159668,-0.427246,3.234863,0.0,0.0,0.0,0.0,0.0,0.0
0.130615,-0.70459,0.751953,-2.319336,-1.159668,2.319336,0.0,0.0,0.0,0.0,0.0,0.0
0.125732,-0.699097,0.759766,-3.723144,-1.586914,2.197266,0.0,0.0,0.0,0.0,0.0,0.0
0.102905,-0.698975,0.752563,-5.310058,-2.01416,2.746582,0.0,0.0,0.0,0.0,0.0,0.0
0.080078,-0.692261,0.731323,-6.286621,-4.150391,2.563476,0.0,0.0,0.0,0.0,0.0,0.0
0.039917,-0.685303,0.725342,-8.361816,-10.19287,0.732422,0.01694915254237288,0.0,0.0,0.0,0.0,1.0
0.012085,-0.672485,0.713013,-9.887695,-20.690916,-3.295898,0.03389830508474576,0.0,0.0,0.0,0.0,1.0
