0.118286,0.324219,0.929321,0.000000,0.000000,0.000000
0.110107,0.321899,0.931274,0.000000,0.000000,0.000000
0.101074,0.317505,0.925781,-4.882813,2.441406,1.159668
0.106934,0.321899,0.914551,-2.502441,1.525879,0.793457
0.115845,0.327148,0.921997,-2.746582,1.037598,1.342773
0.124023,0.329956,0.936646,-3.173828,0.976562,1.770019
0.118286,0.338867,0.931396,-3.784179,0.976562,1.281738
0.120605,0.333496,0.936646,-4.150391,1.037598,1.159668
0.116699,0.322144,0.916260,-4.150391,1.159668,1.098633
0.116211,0.317505,0.923950,-3.967285,1.342773,1.464844
0.106079,0.303711,0.916748,-3.662109,1.037598,1.159668
0.112671,0.310791,0.925903,-3.234863,1.037598,0.976562
0.111450,0.313232,0.914063,-3.051758,0.793457,1.281738
0.101929,0.313721,0.922485,-2.929687,0.732422,1.403808
0.120850,0.326294,0.929443,-3.051758,0.549316,1.342773
0.115723,0.322021,0.934448,-3.479004,0.183105,1.464844
0.113037,0.328247,0.924194,-3.723144,0.122070,1.647949
0.117798,0.314087,0.935791,-3.906250,0.854492,1.953125
0.112549,0.312256,0.930786,-3.112793,1.220703,1.037598
0.106079,0.313477,0.929443,-2.807617,2.014160,1.037598
0.107300,0.308838,0.928589,-2.563476,2.563476,0.549316
0.108398,0.305420,0.915161,-2.502441,2.685547,-0.061035
0.115967,0.311768,0.909180,-2.380371,2.380371,0.122070
0.108398,0.316284,0.898926,-2.624511,1.647949,-0.061035
0.109131,0.325317,0.908813,-2.929687,1.342773,0.427246
0.136841,0.332153,0.936646,-6.347656,1.403808,1.708984
0.140747,0.340210,0.955566,-6.469726,1.770019,1.770019
0.129395,0.347534,0.968140,-6.896972,2.319336,0.549316
0.134155,0.340210,0.957031,-8.117676,2.014160,1.098633
0.130615,0.325439,0.944458,-9.277344,1.586914,1.525879
0.136475,0.310791,0.920654,-9.643555,1.831055,2.075195
0.139893,0.318481,0.902588,-9.887695,2.563476,2.197266
0.121704,0.279663,0.889648,-11.413573,2.502441,2.868652
0.128662,0.290894,0.864990,-11.108397,1.098633,3.417969
0.115967,0.312866,0.896362,-12.695312,2.380371,3.051758
0.129028,0.299194,0.949219,-15.197753,3.295898,4.882813
0.136230,0.306152,0.964111,-15.502929,1.098633,4.150391
0.121704,0.314575,0.930542,-16.174316,1.770019,1.831055
0.126099,0.278809,0.928833,-15.747069,1.647949,4.028320
0.119385,0.287720,0.897461,-15.686034,-1.586914,2.868652
0.108765,0.259644,0.883057,-15.441894,-2.807617,3.784179
0.101807,0.244385,0.812134,-13.488769,-6.042480,4.333496
0.092163,0.268799,0.786499,-12.817382,-6.958007,3.173828
0.032837,0.242676,0.724731,-11.230468,-9.338379,1.770019
-0.110962,0.204224,0.689087,-9.338379,-15.869140,-3.051758
-0.036865,0.224854,0.537964,-6.774902,-25.451658,-5.859375
0.031616,0.172119,0.504761,-4.211426,-35.156250,-6.530761
0.088379,0.155640,0.448608,3.540039,-47.851559,-4.272461
0.173706,0.086792,0.451050,12.634276,-60.974117,-2.868652
0.063965,0.178955,0.360352,31.249998,-70.190430,-0.549316
-0.018799,0.129150,0.224731,48.828121,-75.317383,-3.234863
-0.156006,0.075684,0.129150,69.763184,-80.383293,-9.338379
-0.260498,-0.043701,0.133179,90.759270,-79.101563,-14.831542
-0.201782,-0.025513,0.213379,114.624016,-69.580078,-23.498533
0.016479,0.093506,0.387695,132.629395,-46.813961,-31.433104
0.145264,0.234497,0.532593,159.118652,-19.714355,-46.508785
0.244507,0.367554,0.558105,191.162094,2.197266,-67.565918
0.187866,0.554932,0.642212,214.111313,26.794432,-85.327141
0.098511,0.587036,0.680542,236.450180,41.503902,-95.031731
0.103516,0.695679,0.776245,257.568359,37.658691,-97.595207
0.124756,0.856201,0.844604,263.610840,22.277830,-92.407219
0.156006,1.033325,0.855713,260.925293,6.896972,-85.083000
0.360840,1.096436,0.871094,255.249008,6.103515,-75.317383
0.456421,0.934692,0.905151,239.379868,24.230955,-68.664551
0.452759,1.041382,0.977417,238.525375,38.818359,-64.636230
0.417725,1.180908,1.020630,232.971176,57.006832,-65.673828
0.246460,1.339478,0.965698,213.500961,73.303223,-63.903805
0.141113,1.047852,0.659424,198.974594,68.481445,-59.814449
0.214111,1.081421,0.599121,182.128891,51.696774,-58.227535
0.202637,1.012329,0.478149,168.762192,72.753906,-61.462399
-0.302979,0.583252,0.471191,145.202637,36.437988,0.061035
-0.055542,1.420776,0.461060,75.988770,-4.150391,-0.366211
0.014526,1.289673,0.662476,81.481926,9.887695,-7.812500
0.138184,1.363892,0.750000,81.542961,31.860350,-8.605957
-0.173462,1.237915,0.812256,68.847656,44.982906,0.732422
-0.164429,1.191406,0.701538,40.222164,1.953125,36.010742
-0.108032,1.279297,0.755005,21.972654,-16.967773,43.823238
-0.036743,1.206909,0.803589,1.281738,-56.396481,41.870113
-0.214966,1.380005,0.623535,-5.249023,-55.664059,45.959469
0.161011,1.068604,1.027832,-18.981934,-58.166500,46.325680
0.177979,1.198975,0.869507,14.160155,4.699707,32.653809
0.314819,1.073975,1.055664,-34.179688,-1.220703,33.630371
0.398071,0.927124,1.037354,-52.368160,-14.892577,33.386230
0.366943,0.882690,0.937622,-35.522461,6.286621,30.517576
0.201172,0.890015,0.820190,-28.015135,39.672852,29.541014
0.062500,0.875488,0.745117,-30.273436,62.744137,34.545898
0.011353,0.914917,0.683960,-35.827637,68.054199,35.644531
-0.046021,0.919800,0.656494,-41.442867,61.279293,30.517576
-0.028809,0.889771,0.671509,-51.879879,51.147457,19.348145
0.006104,0.826172,0.663696,-58.105465,47.485348,11.230468
0.101440,0.772583,0.601074,-59.020992,50.842281,5.187988
0.146729,0.674194,0.578857,-59.814449,68.237305,-0.549316
0.143555,0.672852,0.583008,-57.556149,95.642082,-3.234863
0.109863,0.765015,0.638428,-57.922359,112.365715,-9.155273
0.012817,0.853516,0.620239,-59.143063,116.271965,-17.822266
-0.111572,0.867676,0.698608,-59.997555,110.595695,-35.156250
-0.229980,0.869263,0.782104,-65.979004,94.299309,-41.503902
-0.180664,0.928955,0.850586,-76.110840,66.040039,-32.287598
0.048096,1.021851,0.962646,-87.036125,45.227047,-23.803709
0.192017,1.147949,1.027466,-103.271477,22.399900,-8.911133
0.158203,1.238892,1.007202,-123.962395,-0.671387,13.427733
0.049316,1.208496,0.948730,-143.066406,-25.024412,32.226563
-0.053955,1.149048,0.881104,-157.836914,-51.696774,48.645016
-0.004761,0.948730,0.752563,-168.334946,-74.157715,61.401363
0.238525,0.764526,0.681274,-175.353989,-77.697754,71.594238
0.362915,0.638916,0.672729,-184.631332,-75.500488,83.923332
0.575073,0.619141,0.743286,-177.673325,-58.349606,90.026848
